TCP_name_heading,entity_type,entity_title,wiki_entity_id,description,what,aliases,Library of Congress authority ID,VIAF cluster ID,Oxford Dictionary of National Biography ID,Encyclopædia Britannica Online ID,writing language,date of birth,date of death,manner of death,cause of death,country of citizenship,occupation,student of,position held,field of work,religion or worldview,sex or gender,educated at,diocese,described by source,Oxford DNB Link
"Pope Pius II, 1405-1464",PERSON,Pope Pius II,Q101437,pope of the Catholic Church from 1458 to 1464 (1405–1464),human,"['Enea Silvio Bartolomeo Piccolomini', 'Pope Pius II', 'pape Pie II', 'Aeneas Silvius Piccolomini', 'Enea Silvio Piccolomini', 'papa Pio II', 'Pius II. Papst', 'Pius PP. II', 'Papa Pío II', 'Eneas Silvius Piccolomini', 'Aeneas Sylvius Piccolominus', 'Silvio Piccolomini', 'Æneas Silvius']",n50081908,"['100571068', '307174275']",,biography/Pius-II,,+1405-10-18T00:00:00Z,+1464-08-14T00:00:00Z,natural causes (Q3739104),plague (Q133780),Holy Roman Empire (Q12548),"['Catholic priest (Q250867)', 'diplomat (Q193391)', 'writer (Q36180)', 'university teacher (Q1622272)', 'poet (Q49757)', 'historian (Q201788)', 'geographer (Q901402)']",,"['Pope (Q19546)', 'Roman Catholic Bishop of Siena (Q111600234)', 'cardinal (Q45722)', 'apostolic administrator (Q1993358)', 'Camerlengo of the Sacred College of Cardinals (Q1813197)', 'Roman Catholic Bishop of Trieste (Q59773395)', None, 'Roman Catholic bishop of Warmia (Q113039402)']",,Catholic Church (Q9592),male (Q6581097),University of Siena (Q1245999),,"['Vlastenský slovník historický (Q19538713)', ""Otto's encyclopedia (Q2041543)"", 'BEIC Digital Library (Q51955019)', 'Allgemeine Deutsche Biographie (Q590208)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'The Nuttall Encyclopædia (Q3181656)', 'Frankfurter Personenlexikon (Q39845173)', 'Zedler, Großes vollständiges Universallexicon aller Wissenschaften und Künste (Q1547546)', 'Wikitólica (Q138600930)']",
"Pope Sixtus V, 1520-1590",PERSON,Pope Sixtus V,Q133350,pope of the Catholic Church from 1585 to 1590,human,"['Pope Sixtus V', 'Felice Peretti di Montalto', 'Papa Sixto V', 'Sixtus PP. V', 'Sixtus V. Papst', 'pape Sixte V', 'Pope Sixte-Quint', 'papa Sisto V', 'Felice Peretti', 'Pope Sisto V']",n80049584,7525513,,biography/Sixtus-V,,"['+1520-12-13T00:00:00Z', '+1521-12-13T00:00:00Z', '+1521-12-23T00:00:00Z', '+1520-00-00T00:00:00Z']",+1590-08-27T00:00:00Z,natural causes (Q3739104),malaria (Q12156),Papal States (Q170174),"['Catholic priest (Q250867)', 'transitional deacon (Q7834465)', 'Catholic bishop (Q611644)', 'prelate (Q725440)']",,"['Pope (Q19546)', 'Roman Catholic Bishop of Sant’Agata de’ Goti (Q122452309)', 'Roman Catholic Bishop of Fermo (Q105554750)']",,Catholic Church (Q9592),male (Q6581097),,,"['BEIC Digital Library (Q51955019)', 'Jewish Encyclopedia of Brockhaus and Efron (Q4173137)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'The Nuttall Encyclopædia (Q3181656)', 'Wikitólica (Q138600930)']",
"Pope Urban VIII, 1568-1644",PERSON,Pope Urban VIII,Q131579,235 pope of the Catholic Church from 1623 to 1644 (1568–1644),human,"['Maffeo Barberini', 'Pope Urban VIII', 'Urbanus VIII']",n85112080,96062867,,biography/Urban-VIII,,"['+1568-04-05T00:00:00Z', '+1568-04-15T00:00:00Z']",+1644-07-29T00:00:00Z,natural causes (Q3739104),cerebrovascular disease (Q3010352),,"['Catholic priest (Q250867)', 'patron of the arts (Q15472169)', 'writer (Q36180)', 'Catholic bishop (Q611644)']",,"['Pope (Q19546)', 'Camerlengo of the Sacred College of Cardinals (Q1813197)', 'diocesan bishop (Q1144278)', 'titular archbishop (Q50362553)', 'Apostolic Nuncio to France (Q37803746)']",,"['Catholic Church (Q9592)', 'Catholicism (Q1841)']",male (Q6581097),"['University of Pisa (Q645663)', 'Pontifical Gregorian University (Q467025)', 'College of Saint John the Evangelist (Q134283977)']",,"['BEIC Digital Library (Q51955019)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'The Nuttall Encyclopædia (Q3181656)', 'Small Brockhaus and Efron Encyclopedic Dictionary (Q19180675)', 'Wikitólica (Q138600930)']",
"Porter Porter, P",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Porter, T. (Thomas) Porter, T. (Thomas), 1636",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Potter Potter, William",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Pressick Pressick, George",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Price Price, J",PERSON,J (musician),Q1049686,Japanese musician and singer-songwriter (born 1970),human,"['Jun Onose', 'The Scarab', 'Ozone', 'Kontan', 'Airbase', 'J.L.N.D', 'Jezper Joakim Söderlund', 'Loken', 'Inner State', 'J.E.Z.P.', 'Crimton', 'Rah', 'Jezper Söderlund', 'Narthex', 'One Man Army', 'Parc']",,251565142,,,,+1970-08-12T00:00:00Z,,,,Japan (Q17),"['musician (Q639669)', 'singer-songwriter (Q488205)']",,,,,male (Q6581097),,,,
"Pricket Pricket, Robert",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Prier Prier, Robert",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Prince of Orange Frederick Henry, 1584-1647",PERSON,"Frederick Henry, Prince of Orange",Q167236,prince of Orange and stadtholder of Holland (1584-1647),human,"['Prince of Orange Frederick Henry', 'prins van Oranje-Nassau Frederik Hendrik', 'Prince of Orange, Count of Nassau Frederick Henry', 'prins van Oranje Frederik Hendrik', 'Frederik Hendrik van Oranje-Nassau', ""prince d'Orange-Nassau Frédéric-Henri"", 'Frederick Henry']",n85196873,67257928,,biography/Frederick-Henry,,"['+1584-01-29T00:00:00Z', '+1584-00-00T00:00:00Z']","['+1647-03-14T00:00:00Z', '+1647-00-00T00:00:00Z']",,,Dutch Republic (Q170072),"['politician (Q82955)', 'military officer (Q189290)', 'military leader (Q1402561)', 'art collector (Q10732476)']",,"['Prince of Orange (Q549449)', 'stadtholder (Q325380)']","['politics (Q7163)', 'military (Q8473)']",,male (Q6581097),,,"['Nordisk familjebok (Q678259)', 'Allgemeine Deutsche Biographie (Q590208)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Encyclopædia Britannica 11th edition (Q867541)']",
"Prince of Wales Henry Frederick, 1594-1612",PERSON,"Henry Frederick, Prince of Wales",Q82631,eldest son and heir apparent of James VI and I,human,"['Prince of Wales Henry Frederick', 'Prince of Wales Henry Stuart', 'Prince of Wales Henrie', 'Prince of Wales Henry', 'Prince of Wales Henricus Fridericus', 'Henry Frederick Stuart, Prince of Wales', 'Henry, Prince of Wales', 'Henry Stuart, Prince of Wales']",n83212394,62930936,12961.0,,,"['somevalue', '+1594-01-01T00:00:00Z']","['+1612-11-06T00:00:00Z', '+1612-01-01T00:00:00Z']",natural causes (Q3739104),typhoid fever (Q83319),"['Kingdom of England (Q179876)', 'Kingdom of Scotland (Q230791)', 'United Kingdom (Q145)']","['politician (Q82955)', 'aristocrat (Q2478141)']",,,politics (Q7163),,male (Q6581097),University of Oxford (Q34433),,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Prior of Shrewsbury Robert, died 1167",PERSON,Robert II (archbishop of Rouen),Q36242,Archbishop of Rouen from 989 to 1037,human,"['Robert II, Archbishop of Rouen', 'Robert the Dane', 'Robert II, Count of Évreux']",,,,,,somevalue,+1037-01-01T00:00:00Z,,,France (Q142),"['Catholic priest (Q250867)', 'Catholic bishop (Q611644)']",,Archbishop of Rouen (Q27096903),,Catholic Church (Q9592),male (Q6581097),,,,
"Prudencio de Sandoval, circa 1560-1620",PERSON,Prudencio de Sandoval,Q3130411,Spanish historian,human,,n88085006,89421349,,,,+1551-01-01T00:00:00Z,+1620-03-12T00:00:00Z,,,Spain (Q29),"['Catholic priest (Q250867)', 'historian (Q201788)', 'Catholic bishop (Q611644)']",,"['bishop of Tui (Q50359995)', 'Roman Catholic Bishop of Pamplona (Q50212731)']",,Catholic Church (Q9592),male (Q6581097),"['University of Salamanca (Q308963)', 'Royal University of Irache (Q119844278)']",,Brockhaus and Efron Encyclopedic Dictionary (Q602358),
"Prujean, Joh. (John) Prujean, Joh. (John), mathematical instrument maker",PERSON,Gendarmerie Special Public Security Command,Q8079118,military unit,military unit,,,,,,,,,,,,,,,,,,,,,
"Pugh Pugh, Thomas",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyper Pyper, John",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Queen of England Elizabeth I, 1533-1603",PERSON,Elizabeth I,Q7207,Queen of England and Ireland from 1558 to 1603,human,"['Elisabeth I', 'Elisabetta I', 'Elizabeth I', 'Elizabeth I, Queen of England', 'Elizabeth the Virgin Queen', 'Elizabeth Tudor', 'Gloriana', 'Good Queen Bess', 'Lady Elizabeth', 'Princess Elizabeth of England', 'Queen Bess', 'Queen Elizabeth', 'Queen Elizabeth I', 'The Virgin Queen', 'Virgin Queen']",n79081709,97107753,8636.0,biography/Elizabeth-I,English (Q1860),+1533-09-07T00:00:00Z,+1603-03-24T00:00:00Z,natural causes (Q3739104),sepsis (Q183134),Kingdom of England (Q179876),queen (Q16511993),,"['monarch of England (Q18810062)', 'King of Ireland (Q18810066)']",,Anglicanism (Q6423963),female (Q6581072),,,"['Great Soviet Encyclopedia (1969–1978) (Q17378135)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', 'The Nuttall Encyclopædia (Q3181656)', 'Men of Kent and Kentishmen (Q101589898)', 'Metropolitan Museum of Art Tagging Vocabulary (Q106727050)', 'The Nuttall Encyclopædia (Q3181656)', 'A Cyclopaedia of Female Biography (Q114693785)', 'Encyclopædia Britannica 11th edition (Q867541)', 'A Biographical Dictionary of the Celebrated Women of Every Age and Country (Q103843006)', 'New International Encyclopedia (Q1029706)', 'A historical dictionary of British women (Q124350773)', 'pi-vol-4-issue-5-1949 (Q135889291)']",
"R. A. (Richard Alleine) R. A. (Richard Alleine), 1611",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
R. B. (Richard Baddeley),PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"R. B. (Robert Boreman) R. B. (Robert Boreman), died 1675",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
R. C. (Robert Crofts),PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"R. D. (Richard Drake) R. D. (Richard Drake), died 1681",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"R. D. (Roger Drake) R. D. (Roger Drake), 1608",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"R. F. (Richard Farnworth) R. F. (Richard Farnworth), died 1666",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
R. G. (Richard Gower),PERSON,Richard Hall Gower,Q7326220,"English mariner, empirical philosopher, nautical inventor, entrepreneur and humanitarian",human,,n88087175,77863702,11177.0,,,+1768-01-01T00:00:00Z,+1833-01-01T00:00:00Z,,,,"['philosopher (Q4964182)', 'businessperson (Q43845)']",,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
R. M. (R. Monsey),PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"R. P. (Richard Perrot) R. P. (Richard Perrot), 1584",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
R. P. (Robert Perrot),PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"R. T. (Rebecca Travers) R. T. (Rebecca Travers), 1609",PERSON,Rebecca Travers,Q17355675,English Quaker,human,['Rebecka Travers'],n85114954,39729283,27672.0,,,+1609-01-01T00:00:00Z,+1688-01-01T00:00:00Z,,,,"['writer (Q36180)', 'preacher (Q432386)', 'pamphleteer (Q16254673)']",,,,,female (Q6581072),,,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'A historical dictionary of British women (Q124350773)']","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Travers,_Rebecca"
"R. V. (Richard Vennard) R. V. (Richard Vennard), died 1615",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"R. W. (Robert Wilmot) R. W. (Robert Wilmot), active 1568",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
R. W. (Robert Wood),PERSON,"R. W. ""Red"" Watkins",Q7274094,"American football coach, college athletics administrator (1905–1985)",human,,,,,,,+1905-02-28T00:00:00Z,+1985-07-02T00:00:00Z,,,United States (Q30),coach (Q41583),,,,,male (Q6581097),,,,
"Rabisha Rabisha, William",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Radford Mavericke, born 1560 or 61",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralph Austen, died 1676",PERSON,Ralph Austen,Q7287190,English writer on gardening (1612–1676),human,['Ralph Austin'],n81114134,96499178,905.0,,,"['+1612-00-00T00:00:00Z', '+1612-01-01T00:00:00Z']","['+1676-10-00T00:00:00Z', '+1676-01-01T00:00:00Z']",,,Kingdom of England (Q179876),"['horticulturist (Q3140857)', 'writer (Q36180)']",,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Austen,_Ralph"
"Ralph Battell, 1649-1713",PERSON,Ralph Battell,Q7287226,English divine,human,,n84149316,61901091,1712.0,,,+1649-01-01T00:00:00Z,+1713-01-01T00:00:00Z,,,,theologian (Q1234713),,,,,male (Q6581097),Peterhouse (Q650068),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Battell,_Ralph"
"Ralph Brooke, 1553-1625",PERSON,Ralph Brooke,Q1245724,English officer of arms,human,,nr90028344,15116523,3552.0,,,+1553-01-01T00:00:00Z,+1625-01-01T00:00:00Z,,,,heraldist (Q516463),,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Ralph Brownrig, 1592-1659",PERSON,Ralph Brownrigg,Q7287282,British bishop,human,,n84177121,23226169,3716.0,,,+1592-01-01T00:00:00Z,+1659-01-01T00:00:00Z,,,United Kingdom (Q145),Anglican priest (Q3409375),,Anglican Bishop of Exeter (Q465869),,Anglicanism (Q6423963),male (Q6581097),Pembroke College (Q956501),Diocese of Exeter (Q182341),"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Ralph Buckland, 1564-1611",PERSON,Ralph Pomeroy Buckland,Q7287971,Union Army general (1812-1892),human,['Ralph P. Buckland'],n95110393,50942550,,,,+1812-01-20T00:00:00Z,+1892-05-27T00:00:00Z,,,United States (Q30),"['politician (Q82955)', 'military officer (Q189290)', 'lawyer (Q40348)']",,"['member of the United States House of Representatives (Q13218630)', 'member of the State Senate of Ohio (Q20065429)']",,,male (Q6581097),Kenyon College (Q1797768),,Appletons' Cyclopædia of American Biography (Q12912667),
"Ralph Carr, of the Middle Temple",PERSON,Ralph Lawrence Carr,Q382323,"29th Governor of Colorado, United States (1887-1950)",human,,n88222417,4034711,,,,+1887-12-11T00:00:00Z,"['+1950-09-22T00:00:00Z', '+1950-09-20T00:00:00Z']",,,United States (Q30),politician (Q82955),,Governor of Colorado (Q29514964),,Christian Science (Q624477),male (Q6581097),"['University of Colorado Boulder (Q736674)', 'Cripple Creek-Victor High School (Q5185830)', 'University of Colorado Law School (Q7895286)']",,,
"Ralph Cudworth, 1617-1688",PERSON,Ralph Cudworth (died 1624),Q62986315,English Anglican minister and scholar (1572/3-1624),human,"['Rev. Ralph Cudworth, Rector of Aller']",n88189134,38473532,,,,+1572-00-00T00:00:00Z,+1624-00-00T00:00:00Z,,,Kingdom of England (Q179876),"['Anglican priest (Q3409375)', 'academic (Q3400985)']",,,,Anglicanism (Q6423963),male (Q6581097),Emmanuel College (Q797892),,,
"Ralph Knevet, 1600-1671",PERSON,Ralph Knevet,Q16852694,British writer,human,,n83212397,20028721,15712.0,,,+1600-01-01T00:00:00Z,+1671-01-01T00:00:00Z,,,,poet (Q49757),,,,Anglicanism (Q6423963),male (Q6581097),Peterhouse (Q650068),,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Ralph Tyrer, died 1627",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralph Venning, 1621?-1674",PERSON,Ralph Venning,Q7288194,English minister,human,,n84233279,12654953,28194.0,,English (Q1860),+1621-01-01T00:00:00Z,"['+1673-01-01T00:00:00Z', '+1674-03-10T00:00:00Z']",,,,civil servant (Q212238),,,,,male (Q6581097),Emmanuel College (Q797892),,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Venning,_Ralph"
"Ralph Winterton, 1600-1636",PERSON,Ralph Winterton,Q7288286,"English physician, academic and humanist",human,['Radulphus Winterton'],n85112362,52044060,29776.0,,,+1600-01-01T00:00:00Z,+1636-09-13T00:00:00Z,,,Kingdom of England (Q179876),"['physician (Q39631)', 'philologist (Q13418253)', 'university teacher (Q1622272)']",,,,,male (Q6581097),"['Eton College (Q192088)', ""King's College (Q924289)""]",,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Winterton,_Ralph"
"Ralph de Hengham, died 1311",PERSON,Ralph de Hengham,Q7288315,Chief Justice of the King's Bench and Chief Justice of the Common Pleas (England),human,['Sir Ralph de Hengham'],n85144492,109991026,12924.0,,,+1235-00-00T00:00:00Z,+1311-05-18T00:00:00Z,,,,judge (Q16533),,"['Lord Chief Justice of England and Wales (Q687908)', 'Member of Parliament in the Parliament of England (Q18018860)', 'Chief Justice of the Common Pleas (Q5096810)']",,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Rand Rand, William",PERSON,William Priestley (Louisiana planter),Q16858228,American planter,human,,,,,,,+1771-05-07T00:00:00Z,+1838-01-01T00:00:00Z,,,,,,,,,male (Q6581097),,,,
"Randle Holme, 1627-1699",PERSON,Randle Holme,Q7291740,English family of herald painters and genealogists,group of humans,,,,,,,,,,,,genealogist (Q8963721),,,,,,,,"Dictionary of National Biography, 1885–1900 (Q15987216)",
"Raphael Holinshed, died 1580?",PERSON,Raphael Holinshed,Q503126,English chronicler,human,,n50081110,78779996,13505.0,biography/Raphael-Holinshed,English (Q1860),+1529-01-01T00:00:00Z,"['+1580-01-01T00:00:00Z', '+1573-01-01T00:00:00Z']",,,Kingdom of England (Q179876),"['writer (Q36180)', 'historian (Q201788)']",,,,,male (Q6581097),,,"['Svensk uppslagsbok (Q1766280)', 'Dictionary of National Biography, 1885–1900 (Q15987216)', 'Great Soviet Encyclopedia (1926–1947) (Q20078554)', 'The Nuttall Encyclopædia (Q3181656)', ""Library of the World's Best Literature (Q19098835)"", 'Encyclopædia Britannica 11th edition (Q867541)']",
"Raphael Throckmorton, 1601-1667",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Rawson Rawson, James",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Raybould Raybould, William",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Rayment Rayment, John",PERSON,,,,,,,,,,,,,,,,,,,,,,,,,
"Raymond Poisson, 1633-1690",PERSON,Raymond Poisson,Q2894871,French actor,human,['Raymond Poisson'],nr89011671,56695443,,,,+1630-01-01T00:00:00Z,+1690-05-09T00:00:00Z,,,France (Q142),"['actor (Q33999)', 'playwright (Q214917)']",,Sociétaire of the Comédie-Française (Q3487553),,,male (Q6581097),,,Brockhaus and Efron Encyclopedic Dictionary (Q602358),
"Reginald Scot, 1538?-1599",PERSON,Reginald Scot,Q2138020,English politician and author (c.1537–1599),human,"['Reginald Scott', 'Reg Scott']",n50004655,894939,24905.0,,,"['+1538-01-01T00:00:00Z', '+1537-00-00T00:00:00Z']",+1599-10-09T00:00:00Z,,,Kingdom of England (Q179876),"['writer (Q36180)', 'politician (Q82955)']",,"['Member of Parliament in the Parliament of England (Q18018860)', 'Member of the 1589 Parliament (Q60586149)']",,,male (Q6581097),Hart Hall (Q104603016),,"['Dictionary of National Biography, 1885–1900 (Q15987216)', 'Men of Kent and Kentishmen (Q101589898)', 'The Nuttall Encyclopædia (Q3181656)', 'New International Encyclopedia (Q1029706)']","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Scott,_Reginald"
"Remigio Nannini, 1521?-1581?",PERSON,Remigio Nannini,Q21768292,"Dominican friar from Florence, writer, poet, and translator",human,"['Remìgio Fiorentino', 'Remigio Nannini']",n86120322,56672668,,,,+1518-00-00T00:00:00Z,+1580-10-03T00:00:00Z,,,,"['writer (Q36180)', 'translator (Q333634)', 'friar (Q548320)']",,,,Catholicism (Q1841),male (Q6581097),,,Brockhaus and Efron Encyclopedic Dictionary (Q602358),
"Renaudot, Théophraste Renaudot, Théophraste, 1586",PERSON,Théophraste Renaudot,Q560999,French newspaper publisher and historian,human,['Theophraste Renaudot'],n82058563,83101172,,biography/Theophraste-Renaudot,French (Q150),+1586-01-01T00:00:00Z,+1653-10-25T00:00:00Z,,,France (Q142),"['journalist (Q1930187)', 'historiographer (Q56314891)', 'physician writer (Q551835)', 'philanthropist (Q12362622)']",,,,"['Protestantism (Q23540)', 'Catholicism (Q1841)']",male (Q6581097),"['Old University of Orléans (Q23197733)', 'Faculty of Medicine of Montpellier (Q3298462)']",,"['Nordisk familjebok (Q678259)', 'Brockhaus and Efron Encyclopedic Dictionary (Q602358)', 'Encyclopædia Britannica 11th edition (Q867541)']",
"Renold Elstracke, active 1590-1630",PERSON,Renold Elstracke,Q7313425,English engraver (1570–1625),human,"['Renold Elstrack', 'Renier Elstrack', 'Renier Elstracke', 'Renold Elsrack', 'Renold Elstrake', 'Reginold Elstrack', 'Reginold Elstracke']",n85112001,49497794,8763.0,,,+1570-00-00T00:00:00Z,+1625-01-01T00:00:00Z,,,Kingdom of England (Q179876),"['engraver (Q329439)', 'visual artist (Q3391743)']",,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Elstracke,_Renold_(Renter)"
"Renold Elstracke, active 1590-1630, engraver",PERSON,Renold Elstracke,Q7313425,English engraver (1570–1625),human,"['Renold Elstrack', 'Renier Elstrack', 'Renier Elstracke', 'Renold Elsrack', 'Renold Elstrake', 'Reginold Elstrack', 'Reginold Elstracke']",n85112001,49497794,8763.0,,,+1570-00-00T00:00:00Z,+1625-01-01T00:00:00Z,,,Kingdom of England (Q179876),"['engraver (Q329439)', 'visual artist (Q3391743)']",,,,,male (Q6581097),,,"Dictionary of National Biography, 1885–1900 (Q15987216)","https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Elstracke,_Renold_(Renter)"
